LMODE NFREQ       PERIOD(S)     FREQUENCY(Hz)           C(KM/S)
    2    32    2.275555556       0.4394531250        3.820029843    
    2    33    2.285714286       0.4375000000        3.822533811    
    2    34    2.295964126       0.4355468750        3.825052017    
    2    35    2.306306306       0.4335937500        3.827584172    
    2    36    2.316742081       0.4316406250        3.830129975    
    2    37    2.327272727       0.4296875000        3.832689117    
    2    38    2.337899543       0.4277343750        3.835261281    
    2    39    2.348623853       0.4257812500        3.837846140    
    2    40    2.359447005       0.4238281250        3.840443363    
    2    41    2.370370370       0.4218750000        3.843052614    
    2    42    2.381395349       0.4199218750        3.845673553    
    2    43    2.392523364       0.4179687500        3.848305841    
    2    44    2.403755869       0.4160156250        3.850949137    
    2    45    2.415094340       0.4140625000        3.853603106    
    2    46    2.426540284       0.4121093750        3.856267417    
    2    47    2.438095238       0.4101562500        3.858941745    
    2    48    2.449760766       0.4082031250        3.861625779    
    2    49    2.461538462       0.4062500000        3.864319217    
    2    50    2.473429952       0.4042968750        3.867021776    
    2    51    2.485436893       0.4023437500        3.869733189    
    2    52    2.497560976       0.4003906250        3.872453211    
    2    53    2.509803922       0.3984375000        3.875181622    
    2    54    2.522167488       0.3964843750        3.877918230    
    2    55    2.534653465       0.3945312500        3.880662870    
    2    56    2.547263682       0.3925781250        3.883415413    
    2    57    2.560000000       0.3906250000        3.886175766    
    2    58    2.572864322       0.3886718750        3.888943874    
    2    59    2.585858586       0.3867187500        3.891719723    
    2    60    2.598984772       0.3847656250        3.894503345    
    2    61    2.612244898       0.3828125000        3.897294818    
    2    62    2.625641026       0.3808593750        3.900094268    
    2    63    2.639175258       0.3789062500        3.902901873    
    2    64    2.652849741       0.3769531250        3.905717865    
    2    65    2.666666667       0.3750000000        3.908542529    
    2    66    2.680628272       0.3730468750        3.911376207    
    2    67    2.694736842       0.3710937500        3.914219301    
    2    68    2.708994709       0.3691406250        3.917072268    
    2    69    2.723404255       0.3671875000        3.919935630    
    2    70    2.737967914       0.3652343750        3.922809964    
    2    71    2.752688172       0.3632812500        3.925695913    
    2    72    2.767567568       0.3613281250        3.928594180    
    2    73    2.782608696       0.3593750000        3.931505528    
    2    74    2.797814208       0.3574218750        3.934430785    
    2    75    2.813186813       0.3554687500        3.937370840    
    2    76    2.828729282       0.3535156250        3.940326643    
    2    77    2.844444444       0.3515625000        3.943299206    
    2    78    2.860335196       0.3496093750        3.946289602    
    2    79    2.876404494       0.3476562500        3.949298965    
    2    80    2.892655367       0.3457031250        3.952328491    
    2    81    2.909090909       0.3437500000        3.955379434    
    2    82    2.925714286       0.3417968750        3.958453108    
    2    83    2.942528736       0.3398437500        3.961550887    
    2    84    2.959537572       0.3378906250        3.964674205    
    2    85    2.976744186       0.3359375000        3.967824553    
    2    86    2.994152047       0.3339843750        3.971003482    
    2    87    3.011764706       0.3320312500        3.974212601    
    2    88    3.029585799       0.3300781250        3.977453576    
    2    89    3.047619048       0.3281250000        3.980728135    
    2    90    3.065868263       0.3261718750        3.984038063    
    2    91    3.084337349       0.3242187500        3.987385204    
    2    92    3.103030303       0.3222656250        3.990771463    
    2    93    3.121951220       0.3203125000        3.994198803    
    2    94    3.141104294       0.3183593750        3.997669251    
    2    95    3.160493827       0.3164062500        4.001184893    
    2    96    3.180124224       0.3144531250        4.004747880    
    2    97    3.200000000       0.3125000000        4.008360426    
    2    98    3.220125786       0.3105468750        4.012024811    
    2    99    3.240506329       0.3085937500        4.015743379    
    2   100    3.261146497       0.3066406250        4.019518545    
    2   101    3.282051282       0.3046875000        4.023352791    
    2   102    3.303225806       0.3027343750        4.027248670    
    2   103    3.324675325       0.3007812500        4.031208810    
    2   104    3.346405229       0.2988281250        4.035235909    
    2   105    3.368421053       0.2968750000        4.039332746    
    2   106    3.390728477       0.2949218750        4.043502174    
    2   107    3.413333333       0.2929687500        4.047747127    
    2   108    3.436241611       0.2910156250        4.052070621    
    2   109    3.459459459       0.2890625000        4.056475753    
    2   110    3.482993197       0.2871093750        4.060965707    
    2   111    3.506849315       0.2851562500        4.065543752    
    2   112    3.531034483       0.2832031250        4.070213246    
    2   113    3.555555556       0.2812500000        4.074977634    
    2   114    3.580419580       0.2792968750        4.079840452    
    2   115    3.605633803       0.2773437500        4.084805328    
    2   116    3.631205674       0.2753906250        4.089875978    
    2   117    3.657142857       0.2734375000        4.095056214    
    2   118    3.683453237       0.2714843750        4.100349934    
    2   119    3.710144928       0.2695312500        4.105761128    
    2   120    3.737226277       0.2675781250        4.111293874    
    2   121    3.764705882       0.2656250000        4.116952334    
    2   122    3.792592593       0.2636718750        4.122740755    
    2   123    3.820895522       0.2617187500        4.128663460    
    2   124    3.849624060       0.2597656250        4.134724843    
    2   125    3.878787879       0.2578125000        4.140929365    
    2   126    3.908396947       0.2558593750        4.147281543    
    2   127    3.938461538       0.2539062500        4.153785937    
    2   128    3.968992248       0.2519531250        4.160447144    
    2   129    4.000000000       0.2500000000        4.167269776    
    2   130    4.031496063       0.2480468750        4.174258444    
    2   131    4.063492063       0.2460937500        4.181417737    
    2   132    4.096000000       0.2441406250        4.188752195    
    2   133    4.129032258       0.2421875000        4.196266283    
    2   134    4.162601626       0.2402343750        4.203964349    
    2   135    4.196721311       0.2382812500        4.211850589    
    2   136    4.231404959       0.2363281250        4.219928996    
    2   137    4.266666667       0.2343750000        4.228203304    
    2   138    4.302521008       0.2324218750        4.236676926    
    2   139    4.338983051       0.2304687500        4.245352872    
    2   140    4.376068376       0.2285156250        4.254233670    
    2   141    4.413793103       0.2265625000        4.263321257    
    2   142    4.452173913       0.2246093750        4.272616866    
    2   143    4.491228070       0.2226562500        4.282120887    
    2   144    4.530973451       0.2207031250        4.291832712    
    2   145    4.571428571       0.2187500000        4.301750550    
    2   146    4.612612613       0.2167968750        4.311871219    
    2   147    4.654545455       0.2148437500        4.322189902    
    2   148    4.697247706       0.2128906250        4.332699871    
    2   149    4.740740741       0.2109375000        4.343392163    
    2   150    4.785046729       0.2089843750        4.354255211    
    2   151    4.830188679       0.2070312500        4.365274430    
    2   152    4.876190476       0.2050781250        4.376431731    
    2   153    4.923076923       0.2031250000        4.387704990    
    2   154    4.970873786       0.2011718750        4.399067446    
    2   155    5.019607843       0.1992187500        4.410487038    
    2   156    5.069306931       0.1972656250        4.421925708    
    2   157    5.120000000       0.1953125000        4.433338681    
    2   158    5.171717172       0.1933593750        4.444673786    
    2   159    5.224489796       0.1914062500        4.455870911    
    2   160    5.278350515       0.1894531250        4.466861760    
    2   161    5.333333333       0.1875000000        4.477570126    
    2   162    5.389473684       0.1855468750        4.487913065    
    2   163    5.446808511       0.1835937500        4.497803368    
    2   164    5.505376344       0.1816406250        4.507153797    
    2   165    5.565217391       0.1796875000        4.515883310    
    2   166    5.626373626       0.1777343750        4.523924971    
    2   167    5.688888889       0.1757812500        4.531234301    
    2   168    5.752808989       0.1738281250        4.537795940    
    2   169    5.818181818       0.1718750000        4.543626220    
    2   170    5.885057471       0.1699218750        4.548770366    
    2   171    5.953488372       0.1679687500        4.553295018    
    2   172    6.023529412       0.1660156250        4.557278554    
    2   173    6.095238095       0.1640625000        4.560801967    
    2   174    6.168674699       0.1621093750        4.563942139    
    2   175    6.243902439       0.1601562500        4.566767952    
    2   176    6.320987654       0.1582031250        4.569338791    
    2   177    6.400000000       0.1562500000        4.571704606    
    2   178    6.481012658       0.1542968750        4.573906823    
    2   179    6.564102564       0.1523437500        4.575979588    
    2   180    6.649350649       0.1503906250        4.577951034    
    2   181    6.736842105       0.1484375000        4.579844445    
    2   182    6.826666667       0.1464843750        4.581679253    
    2   183    6.918918919       0.1445312500        4.583471859    
    2   184    7.013698630       0.1425781250        4.585236308    
    2   185    7.111111111       0.1406250000        4.586984832    
    2   186    7.211267606       0.1386718750        4.588728293    
    2   187    7.314285714       0.1367187500        4.590476543    
    2   188    7.420289855       0.1347656250        4.592238724    
    2   189    7.529411765       0.1328125000        4.594023524    
    2   190    7.641791045       0.1308593750        4.595839401    
    2   191    7.757575758       0.1289062500        4.597694783    
    2   192    7.876923077       0.1269531250        4.599598256    
    2   193    8.000000000       0.1250000000        4.601558748    
    2   194    8.126984127       0.1230468750        4.603585712    
    2   195    8.258064516       0.1210937500        4.605689317    
    2   196    8.393442623       0.1191406250        4.607880647    
    2   197    8.533333333       0.1171875000        4.610171909    
    2   198    8.677966102       0.1152343750        4.612576659    
    2   199    8.827586207       0.1132812500        4.615110029    
    2   200    8.982456140       0.1113281250        4.617788951    
    2   201    9.142857143       0.1093750000        4.620632355    
    2   202    9.309090909       0.1074218750        4.623661308    
    2   203    9.481481481       0.1054687500        4.626899038    
    2   204    9.660377358       0.1035156250        4.630370766    
    2   205    9.846153846       0.1015625000        4.634103250    
    2   206    10.03921569       0.9960937500E-01    4.638123934    
    2   207    10.24000000       0.9765625000E-01    4.642459622    
    2   208    10.44897959       0.9570312500E-01    4.647134676    
    2   209    10.66666667       0.9375000000E-01    4.652168898    
    2   210    10.89361702       0.9179687500E-01    4.657575459    
    2   211    11.13043478       0.8984375000E-01    4.663359456    
    2   212    11.37777778       0.8789062500E-01    4.669517684    
    2   213    11.63636364       0.8593750000E-01    4.676039999    
    2   214    11.90697674       0.8398437500E-01    4.682912192    
    2   215    12.19047619       0.8203125000E-01    4.690119760    
    2   216    12.48780488       0.8007812500E-01    4.697651755    
    2   217    12.80000000       0.7812500000E-01    4.705503939    
    2   218    13.12820513       0.7617187500E-01    4.713680859    
    2   219    13.47368421       0.7421875000E-01    4.722196830    
    2   220    13.83783784       0.7226562500E-01    4.731076100    
    2   221    14.22222222       0.7031250000E-01    4.740352541    
    2   222    14.62857143       0.6835937500E-01    4.750069199    
    2   223    15.05882353       0.6640625000E-01    4.760277947    
    2   224    15.51515152       0.6445312500E-01    4.771039369    
    2   225    16.00000000       0.6250000000E-01    4.782422978    
    2   226    16.51612903       0.6054687500E-01    4.794507803    
    2   227    17.06666667       0.5859375000E-01    4.807383389    
    2   228    17.65517241       0.5664062500E-01    4.821151269    
    2   229    18.28571429       0.5468750000E-01    4.835927020    
    2   230    18.96296296       0.5273437500E-01    4.851843061    
    2   231    19.69230769       0.5078125000E-01    4.869052483    
    2   232    20.48000000       0.4882812500E-01    4.887734349    
    2   233    21.33333333       0.4687500000E-01    4.908101089    
    2   234    22.26086957       0.4492187500E-01    4.930408942    
    2   235    23.27272727       0.4296875000E-01    4.954972680    
    2   236    24.38095238       0.4101562500E-01    4.982186273    
    2   237    25.60000000       0.3906250000E-01    5.012551467    
    2   238    26.94736842       0.3710937500E-01    5.046716475    
    2   239    28.44444444       0.3515625000E-01    5.085526862    
    2   240    30.11764706       0.3320312500E-01    5.130089715    
    2   241    32.00000000       0.3125000000E-01    5.181849344    
    2   242    34.13333333       0.2929687500E-01    5.242665489    
    2   243    36.57142857       0.2734375000E-01    5.314869919    
    2   244    39.38461538       0.2539062500E-01    5.401255078    
    2   245    42.66666667       0.2343750000E-01    5.504953707    
    2   246    46.54545455       0.2148437500E-01    5.629351645    
    2   247    51.20000000       0.1953125000E-01    5.778818773    
    2   248    56.88888889       0.1757812500E-01    5.961885649    
    2   249    64.00000000       0.1562500000E-01    6.197811792    
    2   250    73.14285714       0.1367187500E-01    6.523761150    
    2   251    85.33333333       0.1171875000E-01    6.983831241    
    2   252    102.4000000       0.9765625000E-02    7.554134841    
    2   253    128.0000000       0.7812500000E-02    8.213642659    
    2   254    170.6666667       0.5859375000E-02    9.259503733    
    2   255    256.0000000       0.3906250000E-02    11.43246207    
    3     1    2.000000000       0.5000000000        3.943585778    
    3     2    2.007843137       0.4980468750        3.945050565    
    3     3    2.015748031       0.4960937500        3.946523910    
    3     4    2.023715415       0.4941406250        3.948006735    
    3     5    2.031746032       0.4921875000        3.949499971    
    3     6    2.039840637       0.4902343750        3.951004557    
    3     7    2.048000000       0.4882812500        3.952521437    
    3     8    2.056224900       0.4863281250        3.954051564    
    3     9    2.064516129       0.4843750000        3.955595899    
    3    10    2.072874494       0.4824218750        3.957155415    
    3    11    2.081300813       0.4804687500        3.958731093    
    3    12    2.089795918       0.4785156250        3.960323927    
    3    13    2.098360656       0.4765625000        3.961934925    
    3    14    2.106995885       0.4746093750        3.963565107    
    3    15    2.115702479       0.4726562500        3.965215508    
    3    16    2.124481328       0.4707031250        3.966887181    
    3    17    2.133333333       0.4687500000        3.968581194    
    3    18    2.142259414       0.4667968750        3.970298635    
    3    19    2.151260504       0.4648437500        3.972040610    
    3    20    2.160337553       0.4628906250        3.973808245    
    3    21    2.169491525       0.4609375000        3.975602690    
    3    22    2.178723404       0.4589843750        3.977425115    
    3    23    2.188034188       0.4570312500        3.979276715    
    3    24    2.197424893       0.4550781250        3.981158709    
    3    25    2.206896552       0.4531250000        3.983072340    
    3    26    2.216450216       0.4511718750        3.985018880    
    3    27    2.226086957       0.4492187500        3.986999627    
    3    28    2.235807860       0.4472656250        3.989015906    
    3    29    2.245614035       0.4453125000        3.991069071    
    3    30    2.255506608       0.4433593750        3.993160507    
    3    31    2.265486726       0.4414062500        3.995291626    
    3    32    2.275555556       0.4394531250        3.997463872    
    3    33    2.285714286       0.4375000000        3.999678719    
    3    34    2.295964126       0.4355468750        4.001937672    
    3    35    2.306306306       0.4335937500        4.004242266    
    3    36    2.316742081       0.4316406250        4.006594068    
    3    37    2.327272727       0.4296875000        4.008994675    
    3    38    2.337899543       0.4277343750        4.011445714    
    3    39    2.348623853       0.4257812500        4.013948842    
    3    40    2.359447005       0.4238281250        4.016505746    
    3    41    2.370370370       0.4218750000        4.019118141    
    3    42    2.381395349       0.4199218750        4.021787771    
    3    43    2.392523364       0.4179687500        4.024516403    
    3    44    2.403755869       0.4160156250        4.027305834    
    3    45    2.415094340       0.4140625000        4.030157882    
    3    46    2.426540284       0.4121093750        4.033074389    
    3    47    2.438095238       0.4101562500        4.036057216    
    3    48    2.449760766       0.4082031250        4.039108245    
    3    49    2.461538462       0.4062500000        4.042229374    
    3    50    2.473429952       0.4042968750        4.045422517    
    3    51    2.485436893       0.4023437500        4.048689600    
    3    52    2.497560976       0.4003906250        4.052032560    
    3    53    2.509803922       0.3984375000        4.055453343    
    3    54    2.522167488       0.3964843750        4.058953902    
    3    55    2.534653465       0.3945312500        4.062536191    
    3    56    2.547263682       0.3925781250        4.066202168    
    3    57    2.560000000       0.3906250000        4.069953790    
    3    58    2.572864322       0.3886718750        4.073793009    
    3    59    2.585858586       0.3867187500        4.077721772    
    3    60    2.598984772       0.3847656250        4.081742020    
    3    61    2.612244898       0.3828125000        4.085855683    
    3    62    2.625641026       0.3808593750        4.090064677    
    3    63    2.639175258       0.3789062500        4.094370906    
    3    64    2.652849741       0.3769531250        4.098776258    
    3    65    2.666666667       0.3750000000        4.103282602    
    3    66    2.680628272       0.3730468750        4.107891788    
    3    67    2.694736842       0.3710937500        4.112605642    
    3    68    2.708994709       0.3691406250        4.117425970    
    3    69    2.723404255       0.3671875000        4.122354550    
    3    70    2.737967914       0.3652343750        4.127393134    
    3    71    2.752688172       0.3632812500        4.132543444    
    3    72    2.767567568       0.3613281250        4.137807171    
    3    73    2.782608696       0.3593750000        4.143185975    
    3    74    2.797814208       0.3574218750        4.148681475    
    3    75    2.813186813       0.3554687500        4.154295256    
    3    76    2.828729282       0.3535156250        4.160028859    
    3    77    2.844444444       0.3515625000        4.165883778    
    3    78    2.860335196       0.3496093750        4.171861460    
    3    79    2.876404494       0.3476562500        4.177963294    
    3    80    2.892655367       0.3457031250        4.184190610    
    3    81    2.909090909       0.3437500000        4.190544670    
    3    82    2.925714286       0.3417968750        4.197026661    
    3    83    2.942528736       0.3398437500        4.203637687    
    3    84    2.959537572       0.3378906250        4.210378755    
    3    85    2.976744186       0.3359375000        4.217250769    
    3    86    2.994152047       0.3339843750        4.224254510    
    3    87    3.011764706       0.3320312500        4.231390625    
    3    88    3.029585799       0.3300781250        4.238659608    
    3    89    3.047619048       0.3281250000        4.246061777    
    3    90    3.065868263       0.3261718750        4.253597252    
    3    91    3.084337349       0.3242187500        4.261265929    
    3    92    3.103030303       0.3222656250        4.269067447    
    3    93    3.121951220       0.3203125000        4.277001155    
    3    94    3.141104294       0.3183593750        4.285066068    
    3    95    3.160493827       0.3164062500        4.293260824    
    3    96    3.180124224       0.3144531250        4.301583632    
    3    97    3.200000000       0.3125000000        4.310032206    
    3    98    3.220125786       0.3105468750        4.318603702    
    3    99    3.240506329       0.3085937500        4.327294631    
    3   100    3.261146497       0.3066406250        4.336100775    
    3   101    3.282051282       0.3046875000        4.345017073    
    3   102    3.303225806       0.3027343750        4.354037499    
    3   103    3.324675325       0.3007812500        4.363154923    
    3   104    3.346405229       0.2988281250        4.372360936    
    3   105    3.368421053       0.2968750000        4.381645658    
    3   106    3.390728477       0.2949218750        4.390997503    
    3   107    3.413333333       0.2929687500        4.400402907    
    3   108    3.436241611       0.2910156250        4.409846000    
    3   109    3.459459459       0.2890625000        4.419308221    
    3   110    3.482993197       0.2871093750        4.428767849    
    3   111    3.506849315       0.2851562500        4.438199455    
    3   112    3.531034483       0.2832031250        4.447573245    
    3   113    3.555555556       0.2812500000        4.456854294    
    3   114    3.580419580       0.2792968750        4.466001678    
    3   115    3.605633803       0.2773437500        4.474967546    
    3   116    3.631205674       0.2753906250        4.483696249    
    3   117    3.657142857       0.2734375000        4.492123781    
    3   118    3.683453237       0.2714843750        4.500177995    
    3   119    3.710144928       0.2695312500        4.507780399    
    3   120    3.737226277       0.2675781250        4.514850548    
    3   121    3.764705882       0.2656250000        4.521313957    
    3   122    3.792592593       0.2636718750        4.527113313    
    3   123    3.820895522       0.2617187500        4.532220446    
    3   124    3.849624060       0.2597656250        4.536644231    
    3   125    3.878787879       0.2578125000        4.540429957    
    3   126    3.908396947       0.2558593750        4.543649803    
    3   127    3.938461538       0.2539062500        4.546388850    
    3   128    3.968992248       0.2519531250        4.548732324    
    3   129    4.000000000       0.2500000000        4.550757316    
    3   130    4.031496063       0.2480468750        4.552529188    
    3   131    4.063492063       0.2460937500        4.554101194    
    3   132    4.096000000       0.2441406250        4.555515767    
    3   133    4.129032258       0.2421875000        4.556806372    
    3   134    4.162601626       0.2402343750        4.557999340    
    3   135    4.196721311       0.2382812500        4.559115466    
    3   136    4.231404959       0.2363281250        4.560171295    
    3   137    4.266666667       0.2343750000        4.561180128    
    3   138    4.302521008       0.2324218750        4.562152795    
    3   139    4.338983051       0.2304687500        4.563098245    
    3   140    4.376068376       0.2285156250        4.564024001    
    3   141    4.413793103       0.2265625000        4.564936506    
    3   142    4.452173913       0.2246093750        4.565841396    
    3   143    4.491228070       0.2226562500        4.566743713    
    3   144    4.530973451       0.2207031250        4.567648082    
    3   145    4.571428571       0.2187500000        4.568558857    
    3   146    4.612612613       0.2167968750        4.569480247    
    3   147    4.654545455       0.2148437500        4.570416428    
    3   148    4.697247706       0.2128906250        4.571371653    
    3   149    4.740740741       0.2109375000        4.572350359    
    3   150    4.785046729       0.2089843750        4.573357275    
    3   151    4.830188679       0.2070312500        4.574397537    
    3   152    4.876190476       0.2050781250        4.575476823    
    3   153    4.923076923       0.2031250000        4.576601491    
    3   154    4.970873786       0.2011718750        4.577778742    
    3   155    5.019607843       0.1992187500        4.579016800    
    3   156    5.069306931       0.1972656250        4.580325105    
    3   157    5.120000000       0.1953125000        4.581714509    
    3   158    5.171717172       0.1933593750        4.583197459    
    3   159    5.224489796       0.1914062500        4.584788101    
    3   160    5.278350515       0.1894531250        4.586502259    
    3   161    5.333333333       0.1875000000        4.588357124    
    3   162    5.389473684       0.1855468750        4.590370496    
    3   163    5.446808511       0.1835937500        4.592559331    
    3   164    5.505376344       0.1816406250        4.594937379    
    3   165    5.565217391       0.1796875000        4.597511876    
    3   166    5.626373626       0.1777343750        4.600279674    
    3   167    5.688888889       0.1757812500        4.603223858    
    3   168    5.752808989       0.1738281250        4.606312411    
    3   169    5.818181818       0.1718750000        4.609500355    
    3   170    5.885057471       0.1699218750        4.612735545    
    3   171    5.953488372       0.1679687500        4.615966499    
    3   172    6.023529412       0.1660156250        4.619149649    
    3   173    6.095238095       0.1640625000        4.622253837    
    3   174    6.168674699       0.1621093750        4.625261431    
    3   175    6.243902439       0.1601562500        4.628166797    
    3   176    6.320987654       0.1582031250        4.630973454    
    3   177    6.400000000       0.1562500000        4.633691033    
    3   178    6.481012658       0.1542968750        4.636332699    
    3   179    6.564102564       0.1523437500        4.638913263    
    3   180    6.649350649       0.1503906250        4.641447951    
    3   181    6.736842105       0.1484375000        4.643951690    
    3   182    6.826666667       0.1464843750        4.646438752    
    3   183    6.918918919       0.1445312500        4.648922639    
    3   184    7.013698630       0.1425781250        4.651416107    
    3   185    7.111111111       0.1406250000        4.653931267    
    3   186    7.211267606       0.1386718750        4.656479732    
    3   187    7.314285714       0.1367187500        4.659072777    
    3   188    7.420289855       0.1347656250        4.661721506    
    3   189    7.529411765       0.1328125000        4.664437018    
    3   190    7.641791045       0.1308593750        4.667230575    
    3   191    7.757575758       0.1289062500        4.670113759    
    3   192    7.876923077       0.1269531250        4.673098637    
    3   193    8.000000000       0.1250000000        4.676197916    
    3   194    8.126984127       0.1230468750        4.679425109    
    3   195    8.258064516       0.1210937500        4.682794689    
    3   196    8.393442623       0.1191406250        4.686322249    
    3   197    8.533333333       0.1171875000        4.690024655    
    3   198    8.677966102       0.1152343750        4.693920180    
    3   199    8.827586207       0.1132812500        4.698028615    
    3   200    8.982456140       0.1113281250        4.702371343    
    3   201    9.142857143       0.1093750000        4.706971340    
    3   202    9.309090909       0.1074218750        4.711853086    
    3   203    9.481481481       0.1054687500        4.717042345    
    3   204    9.660377358       0.1035156250        4.722565780    
    3   205    9.846153846       0.1015625000        4.728450384    
    3   206    10.03921569       0.9960937500E-01    4.734722702    
    3   207    10.24000000       0.9765625000E-01    4.741407898    
    3   208    10.44897959       0.9570312500E-01    4.748528728    
    3   209    10.66666667       0.9375000000E-01    4.756104587    
    3   210    10.89361702       0.9179687500E-01    4.764150815    
    3   211    11.13043478       0.8984375000E-01    4.772678479    
    3   212    11.37777778       0.8789062500E-01    4.781694806    
    3   213    11.63636364       0.8593750000E-01    4.791204303    
    3   214    11.90697674       0.8398437500E-01    4.801210507    
    3   215    12.19047619       0.8203125000E-01    4.811718116    
    3   216    12.48780488       0.8007812500E-01    4.822735221    
    3   217    12.80000000       0.7812500000E-01    4.834275370    
    3   218    13.12820513       0.7617187500E-01    4.846359264    
    3   219    13.47368421       0.7421875000E-01    4.859016038    
    3   220    13.83783784       0.7226562500E-01    4.872284180    
    3   221    14.22222222       0.7031250000E-01    4.886212252    
    3   222    14.62857143       0.6835937500E-01    4.900859600    
    3   223    15.05882353       0.6640625000E-01    4.916297318    
    3   224    15.51515152       0.6445312500E-01    4.932609706    
    3   225    16.00000000       0.6250000000E-01    4.949896522    
    3   226    16.51612903       0.6054687500E-01    4.968276344    
    3   227    17.06666667       0.5859375000E-01    4.987891378    
    3   228    17.65517241       0.5664062500E-01    5.008914088    
    3   229    18.28571429       0.5468750000E-01    5.031555969    
    3   230    18.96296296       0.5273437500E-01    5.056078731    
    3   231    19.69230769       0.5078125000E-01    5.082807978    
    3   232    20.48000000       0.4882812500E-01    5.112149244    
    3   233    21.33333333       0.4687500000E-01    5.144605810    
    3   234    22.26086957       0.4492187500E-01    5.180797011    
    3   235    23.27272727       0.4296875000E-01    5.221474422    
    3   236    24.38095238       0.4101562500E-01    5.267530724    
    3   237    25.60000000       0.3906250000E-01    5.319991588    
    3   238    26.94736842       0.3710937500E-01    5.379974234    
    3   239    28.44444444       0.3515625000E-01    5.448591203    
    3   240    30.11764706       0.3320312500E-01    5.526791986    
    3   241    32.00000000       0.3125000000E-01    5.615216736    
    3   242    34.13333333       0.2929687500E-01    5.714342012    
    3   243    36.57142857       0.2734375000E-01    5.825406036    
    3   244    39.38461538       0.2539062500E-01    5.952336004    
    3   245    42.66666667       0.2343750000E-01    6.104095994    
    3   246    46.54545455       0.2148437500E-01    6.296358965    
    3   247    51.20000000       0.1953125000E-01    6.549924747    
    3   248    56.88888889       0.1757812500E-01    6.876734167    
    3   249    64.00000000       0.1562500000E-01    7.248340420    
    3   250    73.14285714       0.1367187500E-01    7.627099082    
    3   251    85.33333333       0.1171875000E-01    8.078383770    
    3   252    102.4000000       0.9765625000E-02    8.733987570    
    3   253    128.0000000       0.7812500000E-02    9.669781966    
    3   254    170.6666667       0.5859375000E-02    11.33228782    
    4     1    2.000000000       0.5000000000        4.086441982    
    4     2    2.007843137       0.4980468750        4.090250886    
    4     3    2.015748031       0.4960937500        4.094109130    
    4     4    2.023715415       0.4941406250        4.098016876    
    4     5    2.031746032       0.4921875000        4.101974308    
    4     6    2.039840637       0.4902343750        4.105981640    
    4     7    2.048000000       0.4882812500        4.110039113    
    4     8    2.056224900       0.4863281250        4.114146996    
    4     9    2.064516129       0.4843750000        4.118305584    
    4    10    2.072874494       0.4824218750        4.122515202    
    4    11    2.081300813       0.4804687500        4.126776199    
    4    12    2.089795918       0.4785156250        4.131088955    
    4    13    2.098360656       0.4765625000        4.135453873    
    4    14    2.106995885       0.4746093750        4.139871384    
    4    15    2.115702479       0.4726562500        4.144341946    
    4    16    2.124481328       0.4707031250        4.148866040    
    4    17    2.133333333       0.4687500000        4.153444175    
    4    18    2.142259414       0.4667968750        4.158076882    
    4    19    2.151260504       0.4648437500        4.162764715    
    4    20    2.160337553       0.4628906250        4.167508252    
    4    21    2.169491525       0.4609375000        4.172308091    
    4    22    2.178723404       0.4589843750        4.177164853    
    4    23    2.188034188       0.4570312500        4.182079176    
    4    24    2.197424893       0.4550781250        4.187051716    
    4    25    2.206896552       0.4531250000        4.192083145    
    4    26    2.216450216       0.4511718750        4.197174152    
    4    27    2.226086957       0.4492187500        4.202325436    
    4    28    2.235807860       0.4472656250        4.207537707    
    4    29    2.245614035       0.4453125000        4.212811683    
    4    30    2.255506608       0.4433593750        4.218148090    
    4    31    2.265486726       0.4414062500        4.223547653    
    4    32    2.275555556       0.4394531250        4.229011099    
    4    33    2.285714286       0.4375000000        4.234539150    
    4    34    2.295964126       0.4355468750        4.240132517    
    4    35    2.306306306       0.4335937500        4.245791902    
    4    36    2.316742081       0.4316406250        4.251517988    
    4    37    2.327272727       0.4296875000        4.257311432    
    4    38    2.337899543       0.4277343750        4.263172863    
    4    39    2.348623853       0.4257812500        4.269102873    
    4    40    2.359447005       0.4238281250        4.275102009    
    4    41    2.370370370       0.4218750000        4.281170763    
    4    42    2.381395349       0.4199218750        4.287309564    
    4    43    2.392523364       0.4179687500        4.293518767    
    4    44    2.403755869       0.4160156250        4.299798637    
    4    45    2.415094340       0.4140625000        4.306149339    
    4    46    2.426540284       0.4121093750        4.312570919    
    4    47    2.438095238       0.4101562500        4.319063286    
    4    48    2.449760766       0.4082031250        4.325626195    
    4    49    2.461538462       0.4062500000        4.332259216    
    4    50    2.473429952       0.4042968750        4.338961716    
    4    51    2.485436893       0.4023437500        4.345732821    
    4    52    2.497560976       0.4003906250        4.352571385    
    4    53    2.509803922       0.3984375000        4.359475947    
    4    54    2.522167488       0.3964843750        4.366444686    
    4    55    2.534653465       0.3945312500        4.373475367    
    4    56    2.547263682       0.3925781250        4.380565273    
    4    57    2.560000000       0.3906250000        4.387711138    
    4    58    2.572864322       0.3886718750        4.394909055    
    4    59    2.585858586       0.3867187500        4.402154372    
    4    60    2.598984772       0.3847656250        4.409441572    
    4    61    2.612244898       0.3828125000        4.416764124    
    4    62    2.625641026       0.3808593750        4.424114304    
    4    63    2.639175258       0.3789062500        4.431482979    
    4    64    2.652849741       0.3769531250        4.438859342    
    4    65    2.666666667       0.3750000000        4.446230581    
    4    66    2.680628272       0.3730468750        4.453581479    
    4    67    2.694736842       0.3710937500        4.460893900    
    4    68    2.708994709       0.3691406250        4.468146162    
